mon,dom,dow,carrier,flight,org,mile,depart,duration,delay
11,12,5,AA,14,OGG,2486,22.92,300,3
7,8,5,AA,1860,ORD,334,17.42,90,44
8,29,1,AA,1677,ORD,1726,19.17,255,41
11,29,1,UA,719,ORD,1723,20.67,264,-15
7,7,4,US,412,SFO,651,19.42,121,NA
11,31,3,UA,304,ORD,177,13.17,66,27
7,27,3,AA,1341,ORD,1846,7.50,265,-21
2,31,1,UA,111,ORD,1745,11.50,261,43
4,15,4,US,343,ORD,1440,7.42,223,12
1,22,5,OO,5866,ORD,466,15.58,102,8
8,5,5,UA,55,SFO,2367,16.75,320,-12
3,1,2,B6,32,JFK,264,15.17,82,24
8,25,4,AA,1836,SJC,1438,11.33,205,4
1,18,1,AA,1509,ORD,1515,21.92,235,30
10,7,5,UA,688,ORD,733,15.98,142,67
1,2,6,B6,174,SJC,2569,22.50,325,-38
7,15,5,UA,827,ORD,299,22.78,74,48
5,19,4,OO,6760,ORD,286,10.85,83,-10
5,27,5,US,1896,ORD,599,7.67,113,63
9,6,1,OO,5940,ORD,286,18.17,76,-9
6,19,6,UA,39,SFO,2338,16.90,320,77
8,4,4,OO,5445,SFO,191,13.77,67,-2
5,13,5,OO,6066,ORD,177,13.20,64,NA
8,25,4,B6,1016,JFK,187,19.00,100,59
3,21,1,UA,528,ORD,867,9.50,134,-9
6,24,4,AA,629,ORD,1829,20.67,270,55
1,19,2,UA,1214,ORD,843,13.17,131,-9
11,21,0,B6,22,JFK,209,22.67,76,92
2,19,3,UA,681,LGA,733,13.00,149,75
3,16,3,AA,319,LGA,733,10.75,150,21
1,8,5,AA,714,TUS,1437,18.17,195,25
6,14,1,UA,827,ORD,299,22.78,74,12
9,1,3,OH,6614,ORD,740,17.42,160,50
3,2,3,OO,6760,ORD,286,10.75,78,20
2,31,1,UA,581,ORD,1739,15.25,256,21
0,5,6,AA,827,ORD,1829,19.33,285,105
3,29,2,OO,5490,SFO,262,21.33,77,6
1,1,5,UA,842,ORD,1846,8.25,277,53
8,9,2,B6,703,JFK,1597,15.25,242,172
5,1,0,UA,763,ORD,258,14.75,72,63
6,9,3,OH,5368,ORD,740,11.67,140,52
11,20,6,AA,1964,ORD,1197,12.92,180,22
5,17,2,AA,2441,ORD,606,6.92,115,-11
0,17,4,UA,674,ORD,733,9.00,126,NA
7,13,3,OH,5703,LGA,641,21.98,120,-4
11,5,5,US,774,SFO,2296,7.50,277,26
0,26,6,OH,5046,JFK,508,20.08,157,-8
9,5,0,WN,1017,SJC,342,21.08,80,-16
0,31,4,WN,111,SJC,333,14.08,70,-10
11,22,1,AA,2450,SFO,337,12.25,85,-6
2,14,5,AA,2363,ORD,1009,12.83,170,67
7,13,3,B6,1010,JFK,187,14.92,78,31
11,2,2,UA,128,ORD,678,6.00,123,-9
5,23,1,AA,1869,ORD,258,20.75,65,32
11,23,2,UA,1597,ORD,1515,17.52,246,410
11,29,1,AA,2325,ORD,802,12.42,155,-7
10,18,2,OO,5903,ORD,588,20.00,112,-13
3,11,5,OO,5912,ORD,316,11.02,70,13
3,16,3,WN,1916,SMF,397,15.92,75,1
6,16,3,WN,2056,SJC,569,21.25,100,13
10,1,6,US,572,SFO,414,12.00,92,48
11,25,4,B6,81,JFK,1069,13.92,188,37
5,29,0,WN,1750,SMF,480,20.58,85,80
5,14,6,AA,309,ORD,1440,10.00,220,18
3,1,2,OO,3833,SJC,585,16.25,112,-8
8,10,3,B6,47,JFK,1069,18.83,199,1
0,28,1,AA,335,ORD,258,17.08,70,66
9,28,2,US,782,SFO,2296,13.08,294,27
11,12,5,OO,6169,ORD,585,8.03,119,17
10,26,3,US,1539,LGA,335,9.25,100,-12
11,25,4,US,548,SMF,397,13.83,80,17
4,23,5,AA,789,ORD,888,15.58,155,70
2,12,3,AA,1855,LGA,887,8.50,175,-13
10,5,3,B6,101,JFK,1028,10.60,178,36
6,1,2,UA,524,ORD,867,6.53,136,-8
2,5,3,UA,730,ORD,622,18.92,110,11
3,21,1,UA,610,ORD,612,11.08,103,21
3,15,2,OO,5495,SFO,158,20.75,58,-3
8,26,5,UA,818,ORD,719,20.75,128,51
5,23,1,UA,516,ORD,316,15.83,82,116
1,13,3,UA,886,SFO,337,13.00,86,3
8,1,1,AA,1763,ORD,1726,16.67,245,5
8,4,4,AA,1339,ORD,1723,17.83,260,40
5,10,2,AA,2345,ORD,802,17.83,145,NA
9,8,3,HA,30,OGG,2640,14.50,325,319
0,4,5,UA,462,ORD,599,6.22,107,-1
7,22,5,AA,335,LGA,733,14.25,155,63
2,13,4,UA,882,ORD,867,17.00,139,209
11,23,2,OO,4859,SMF,532,9.95,100,25
4,20,2,OO,6672,ORD,174,16.15,55,13
3,12,6,UA,53,JFK,2475,11.50,361,6
1,22,5,OO,5816,TUS,639,17.63,112,-20
4,27,2,OO,5826,ORD,67,10.58,43,19
6,23,3,US,1539,LGA,335,9.33,98,47
6,21,1,OH,5211,JFK,301,12.62,90,33
11,4,4,WN,2501,SJC,342,19.17,75,43
3,27,0,OO,5866,ORD,466,12.92,94,-1
1,5,2,UA,862,SFO,967,10.95,151,29
6,25,5,B6,183,JFK,2446,11.17,346,-23
3,29,2,OO,6048,ORD,760,11.32,125,2
4,1,4,B6,647,JFK,2586,17.92,393,25
7,4,1,AA,2464,ORD,740,16.92,150,74
3,14,1,UA,77,SFO,2398,16.82,326,18
0,28,1,OH,5501,JFK,340,8.42,123,-8
11,19,5,OH,6794,ORD,740,6.67,141,NA
11,12,5,AA,2050,ORD,1197,11.33,180,4
5,1,0,OO,5477,SFO,158,14.33,63,86
2,15,6,OH,5127,JFK,425,8.92,128,2
3,28,1,AA,613,JFK,1090,18.83,190,228
11,26,5,UA,1479,ORD,1440,17.87,235,21
5,4,3,OO,5738,SFO,462,21.75,118,35
3,10,4,WN,590,SMF,479,8.75,85,8
2,6,4,WN,1754,SMF,373,17.17,80,0
7,2,6,OO,5952,ORD,780,17.58,136,-10
10,19,3,UA,1204,ORD,412,18.83,89,-13
10,1,6,HA,543,OGG,100,17.28,34,-8
10,29,6,UA,399,ORD,733,20.93,125,-12
4,1,4,UA,240,SJC,2400,7.50,313,-1
0,29,2,OO,5870,ORD,179,18.07,57,NA
0,1,2,AA,24,SFO,2586,8.00,320,-11
0,29,2,OH,4989,JFK,209,20.92,100,NA
9,27,1,AA,360,ORD,733,15.17,135,2
7,1,5,B6,345,JFK,1041,8.42,182,-17
1,26,2,AA,1513,ORD,888,18.83,160,178
6,9,3,AA,714,ORD,1005,8.50,155,7
8,28,0,UA,492,ORD,647,13.23,120,99
5,23,1,OH,5639,JFK,340,16.00,123,77
0,31,4,AA,1544,ORD,612,18.00,105,NA
9,13,1,OO,6402,SFO,451,16.42,87,-4
2,21,5,B6,32,JFK,264,15.17,82,6
2,2,0,OO,6456,SFO,316,9.67,77,-20
11,26,5,HA,19,SMF,2462,8.50,330,56
6,11,5,AA,1608,SFO,1846,23.50,240,60
0,23,3,OO,6214,ORD,224,19.50,65,NA
2,25,2,B6,809,JFK,1069,21.92,180,1
6,25,5,UA,318,SFO,967,15.78,158,28
7,10,0,B6,1309,JFK,228,17.17,96,NA
11,13,6,US,1437,LGA,544,14.67,124,-23
5,2,1,OH,5712,JFK,264,9.00,97,3
11,27,6,US,373,JFK,541,9.98,127,38
4,20,2,AA,1709,LGA,1097,20.25,180,19
2,29,6,UA,649,ORD,416,17.08,93,-8
6,21,1,UA,390,SJC,948,16.95,143,18
4,22,4,WN,2470,SMF,479,6.00,85,29
1,3,0,AA,201,JFK,2475,6.50,375,31
9,18,6,B6,173,JFK,2569,17.67,400,36
3,28,1,AA,607,ORD,1745,19.92,260,91
4,29,4,WN,2906,SMF,480,18.33,90,2
4,16,5,OO,5492,SFO,77,17.22,42,0
8,26,5,UA,893,JFK,2586,8.48,389,60
1,13,3,B6,701,JFK,1597,7.00,239,4
3,28,1,OO,6164,ORD,222,16.30,63,40
3,10,4,AA,1559,LGA,1097,17.42,190,98
9,24,5,OO,6045,ORD,462,9.92,96,-16
6,11,5,WN,2382,SJC,948,7.42,145,3
3,8,2,WN,3602,SMF,358,6.92,70,-7
11,2,2,B6,215,JFK,2465,15.98,393,-12
1,16,6,UA,378,SFO,1635,10.67,231,202
6,9,3,OH,5417,LGA,610,20.00,133,NA
4,10,6,UA,17,JFK,2586,17.67,395,18
10,11,2,AA,1753,LGA,950,9.00,180,80
2,16,0,AA,345,LGA,733,17.25,165,38
6,13,0,OO,5801,ORD,299,15.28,74,-1
5,24,2,AA,370,ORD,733,12.58,130,16
0,4,5,OO,5720,SFO,78,8.25,39,NA
10,3,1,UA,544,SFO,550,19.32,106,104
11,12,5,UA,79,SFO,447,6.62,94,-16
6,20,0,UA,117,ORD,1721,20.52,262,23
11,21,0,AA,370,ORD,733,13.17,125,2
7,3,0,UA,409,LGA,1619,17.63,277,17
2,18,2,UA,3,ORD,4184,9.75,548,33
7,25,1,AA,599,LGA,1097,10.58,185,25
5,15,0,UA,350,ORD,642,13.08,120,NA
0,25,5,WN,729,SMF,480,20.75,85,70
5,4,3,OH,5525,LGA,866,21.98,153,NA
10,14,5,OO,6259,ORD,130,8.07,53,-11
0,11,5,UA,536,SJC,1829,6.33,250,-16
0,30,3,UA,722,ORD,589,15.75,111,43
2,8,6,OH,5557,LGA,722,12.33,154,NA
11,10,3,AA,2077,LGA,1097,8.00,185,38
5,8,0,OO,3912,SFO,599,13.00,108,5
5,24,2,HA,38,OGG,2541,12.67,305,2
5,20,5,WN,328,SMF,605,13.75,105,-6
2,7,5,OH,5139,LGA,292,8.42,95,46
11,19,5,WN,1943,SMF,647,19.42,105,103
7,9,6,UA,480,ORD,235,21.78,71,46
4,29,4,UA,745,LGA,1619,14.17,265,15
2,23,0,B6,345,JFK,1041,10.25,196,17
0,25,5,UA,532,ORD,867,10.83,131,31
1,22,5,AA,681,ORD,1197,20.17,175,35
1,12,2,OO,6410,SFO,326,14.37,72,-12
0,18,5,UA,434,ORD,235,7.93,74,-5
11,16,2,UA,463,ORD,334,21.80,84,86
7,4,1,OH,5211,JFK,301,12.58,92,111
9,18,6,OO,5474,SFO,250,9.00,78,-4
9,5,0,OH,6562,JFK,382,12.00,94,-7
6,15,2,UA,682,ORD,733,13.05,132,24
4,11,0,OO,5886,ORD,84,17.82,50,NA
1,8,5,OO,6647,ORD,416,6.00,89,11
9,30,4,OO,5759,SFO,412,19.88,113,24
8,9,2,UA,421,ORD,1723,9.92,257,236
5,3,2,OO,6159,ORD,137,11.42,50,26
7,26,2,AA,709,LGA,1389,8.92,220,16
1,24,0,OO,6406,SFO,451,10.67,94,21
8,14,0,UA,180,SFO,2704,22.17,338,-4
11,6,6,WN,3620,SFO,651,16.83,120,-12
8,23,2,WN,608,SJC,569,21.00,95,5
1,13,3,OO,5859,TUS,451,10.93,96,-9
5,16,1,UA,893,JFK,2586,8.33,385,47
2,17,1,UA,1582,SFO,414,19.50,91,-4
11,16,2,WN,1588,SJC,296,17.50,60,NA
7,10,0,AA,2495,ORD,403,9.83,85,0
8,15,1,OH,6397,ORD,264,12.00,73,8
8,9,2,OO,3912,SFO,599,13.00,108,89
7,9,6,OO,5567,SFO,158,16.05,62,35
0,28,1,AA,1374,ORD,1197,14.50,180,30
3,27,0,UA,1476,SFO,414,6.17,90,-4
10,23,0,OH,6677,LGA,866,21.80,159,-12
9,4,6,B6,121,JFK,944,7.00,163,27
11,20,6,OH,6503,JFK,892,18.92,198,NA
5,4,3,OO,5938,ORD,286,21.37,78,167
3,17,4,B6,81,JFK,1069,14.83,179,-8
1,3,0,WN,1624,SJC,296,16.50,60,25
2,15,6,WN,3043,SFO,447,14.50,90,19
9,25,6,WN,2072,SJC,697,15.58,130,-7
1,6,3,OO,5985,ORD,323,19.55,79,111
2,25,2,AA,1544,ORD,612,18.00,105,61
7,18,1,UA,383,SFO,447,11.63,93,18
0,1,2,WN,1495,SMF,389,11.08,75,-5
5,13,5,UA,682,ORD,733,13.05,132,49
4,5,1,UA,463,ORD,334,21.67,79,71
2,10,1,OH,5466,ORD,740,12.00,142,-27
2,12,3,UA,692,ORD,733,20.75,120,25
6,16,3,WN,807,SJC,296,20.08,60,1
10,2,0,AA,1994,SFO,1464,9.50,200,-8
10,10,1,OO,5840,ORD,531,6.98,104,-19
3,15,2,B6,345,JFK,1041,10.25,193,-8
0,2,3,AA,2340,ORD,867,14.00,135,27
6,24,4,US,921,ORD,678,5.83,122,20
0,17,4,WN,3605,SMF,373,9.25,80,-12
5,30,1,UA,763,ORD,258,15.08,73,-17
10,27,4,AA,568,ORD,1182,7.08,180,-23
8,29,1,WN,1548,SJC,333,17.58,70,-1
10,28,5,WN,1228,SMF,389,9.67,75,6
5,27,5,OO,5655,SFO,86,9.75,47,73
6,19,6,UA,127,ORD,1745,18.67,261,59
1,1,5,US,374,ORD,1515,21.05,246,28
7,30,6,AA,1802,SMF,1431,8.00,197,14
7,26,2,UA,52,SFO,2565,22.33,326,0
4,28,3,B6,9,JFK,944,17.58,183,-18
2,2,0,UA,1147,ORD,802,14.75,153,40
1,15,5,AA,889,ORD,1745,18.25,275,112
5,7,6,B6,922,ORD,867,18.92,140,40
2,25,2,AA,1392,ORD,719,16.33,140,62
9,9,4,AA,1407,ORD,1745,12.33,265,1
8,13,6,OO,6425,ORD,925,12.03,156,NA
7,23,6,AA,1651,LGA,1097,9.42,190,-5
6,11,5,WN,2579,TUS,451,6.08,85,NA
2,18,2,B6,915,JFK,740,13.75,164,110
6,26,6,AA,177,JFK,2586,17.42,370,27
3,4,5,AA,1447,ORD,837,14.00,135,110
5,8,0,AA,2450,SFO,337,12.08,85,-3
3,14,1,UA,75,SFO,2398,12.75,317,45
6,28,1,B6,900,ORD,740,6.00,129,NA
4,19,1,AA,731,LGA,1389,11.33,230,18
9,6,1,WN,799,TUS,451,15.50,90,-5
1,20,3,OO,6475,SMF,373,20.15,95,19
7,12,2,OO,5806,ORD,607,19.00,110,21
3,13,0,AA,1339,ORD,1723,18.33,260,-12
2,1,6,WN,743,SJC,342,18.83,75,27
7,28,4,AA,1797,ORD,258,11.83,60,NA
8,9,2,WN,2012,SJC,621,12.92,110,NA
8,9,2,OO,6350,SFO,363,11.42,80,9
0,7,1,B6,8,JFK,301,15.08,80,-11
0,6,0,WN,740,SMF,358,18.17,70,22
3,9,3,UA,818,ORD,719,20.90,125,58
9,29,3,OO,6356,SFO,599,21.50,102,-2
6,24,4,UA,145,ORD,1846,12.63,264,57
1,10,0,B6,649,JFK,2586,20.17,395,106
9,15,3,B6,187,JFK,2248,7.83,336,-14
0,3,4,OO,5550,SFO,262,13.58,78,233
8,17,3,AA,1291,JFK,1090,5.75,180,37
2,4,2,WN,3493,SMF,373,16.33,80,-9
2,28,5,B6,1604,JFK,274,12.08,76,-19
10,6,4,B6,179,JFK,2153,18.92,361,-9
8,23,2,WN,300,SJC,569,11.42,105,-8
4,11,0,UA,1101,ORD,802,8.00,156,197
8,15,1,AA,860,ORD,235,21.92,64,-13
9,25,6,UA,1132,ORD,528,21.40,97,-22
5,22,0,UA,472,ORD,528,13.08,101,107
6,12,6,US,278,SFO,414,20.50,93,28
1,22,5,AA,1058,ORD,1144,19.08,175,9
8,12,5,AA,15,JFK,2586,10.83,375,13
10,23,0,UA,522,SFO,550,22.33,107,-27
0,17,4,OO,5843,ORD,67,17.92,53,NA
3,16,3,OH,5447,JFK,740,7.08,175,-27
7,12,2,WN,2190,SFO,447,8.33,85,-9
11,2,2,OH,6815,JFK,301,21.00,108,12
1,25,1,AA,1017,LGA,1020,6.33,185,22
1,26,2,OH,5651,JFK,228,11.00,85,5
6,29,2,UA,622,ORD,612,17.08,111,-7
9,22,3,UA,691,LGA,733,17.98,165,63
2,15,6,AA,678,SFO,337,16.25,80,-9
1,7,4,US,1935,LGA,544,18.92,130,11
9,19,0,AA,59,JFK,2586,7.08,375,48
8,6,6,AA,761,ORD,888,10.67,155,34
2,14,5,AA,1201,ORD,258,15.00,70,-15
0,27,0,UA,1675,ORD,2072,8.08,279,5
11,2,2,OO,6165,SFO,372,7.37,84,2
5,20,5,OO,5839,ORD,978,8.32,152,3
6,18,5,UA,472,ORD,528,12.97,101,-10
7,20,3,US,1445,LGA,335,15.75,98,-15
6,28,1,AA,1178,SFO,1464,15.17,215,50
4,6,2,US,1547,ORD,599,16.00,118,1
10,18,2,B6,600,JFK,274,9.58,86,-6
3,10,4,OO,5801,ORD,299,15.33,73,NA
4,16,5,OH,5487,JFK,483,16.58,138,49
4,20,2,OO,5590,SFO,158,7.58,57,19
10,27,4,HA,525,OGG,100,10.58,34,-5
6,26,6,OH,5740,JFK,267,8.08,99,1
5,19,4,B6,170,SJC,2569,12.67,347,-17
8,2,2,UA,203,ORD,334,8.93,88,35
0,31,4,UA,1224,ORD,678,9.50,116,30
7,4,1,AA,1809,ORD,334,16.00,95,58
4,24,6,UA,385,ORD,334,15.00,87,53
6,9,3,OH,5592,JFK,187,19.50,104,141
3,6,0,B6,1608,JFK,274,20.08,97,99
5,4,3,UA,597,ORD,334,20.15,83,30
6,19,6,AA,568,ORD,1182,6.75,175,26
8,5,5,UA,616,ORD,612,14.08,109,56
10,1,6,OO,5655,SFO,86,10.63,43,145
1,15,5,US,1627,LGA,544,17.08,129,37
2,26,3,UA,477,ORD,1723,11.92,262,NA
11,7,0,OH,6614,JFK,187,22.00,95,-26
1,1,5,AA,154,ORD,867,17.25,135,53
6,20,0,WN,3856,SFO,414,9.08,90,5
2,8,6,OH,5161,LGA,866,15.25,188,NA
8,28,0,B6,15,JFK,1069,16.58,192,53
1,4,1,UA,1270,ORD,316,21.42,71,60
6,13,0,UA,395,ORD,1723,17.52,250,10
0,26,6,AA,335,LGA,733,14.58,165,-24
5,15,0,UA,566,SMF,1781,11.08,243,107
9,22,3,AA,2495,ORD,403,9.83,90,-10
6,6,0,AA,360,ORD,733,15.33,135,52
0,12,6,UA,1504,SFO,414,10.75,92,17
1,5,2,OO,5979,ORD,122,16.83,50,38
1,4,1,US,10,ORD,1440,18.83,233,NA
11,9,2,AA,1284,ORD,177,15.33,60,NA
1,10,0,AA,1855,LGA,887,8.50,175,14
7,7,4,OH,5691,JFK,289,8.33,105,19
6,19,6,WN,119,TUS,365,17.83,75,-11
1,16,6,UA,1161,ORD,1437,20.50,233,-16
5,25,3,UA,562,SFO,550,14.68,101,20
2,28,5,OO,6123,ORD,286,13.17,76,-6
2,13,4,US,2140,LGA,185,19.00,76,31
0,19,6,US,2138,LGA,185,18.00,74,-35
1,13,3,UA,780,SFO,550,19.00,101,12
2,3,1,AA,67,ORD,802,17.08,150,40
11,14,0,OO,6252,SFO,1482,12.05,200,55
7,28,4,OO,5728,SFO,304,17.25,93,-5
1,29,5,AA,1096,SMF,1431,8.08,200,-11
6,8,2,OH,5621,JFK,184,20.00,102,31
4,21,3,OO,5554,SFO,262,15.52,81,20
1,26,2,B6,916,ORD,740,16.08,141,382
0,26,6,OH,5059,JFK,264,12.12,92,-21
10,19,3,UA,515,ORD,1781,20.17,274,63
2,17,1,HA,197,OGG,100,20.17,34,-10
9,12,0,AA,371,LGA,733,20.42,155,-14
0,11,5,OO,6350,SFO,363,10.80,80,30
11,13,6,WN,1797,SMF,389,19.17,75,13
0,31,4,US,2173,LGA,214,12.00,79,1
7,1,5,UA,618,ORD,612,14.92,111,NA
7,7,4,B6,130,JFK,301,18.67,103,64
9,8,3,UA,579,SFO,967,6.75,159,-15
9,4,6,OO,5554,SFO,262,15.92,82,7
6,18,5,US,322,SMF,397,9.57,81,17
0,16,3,US,1881,ORD,599,18.00,117,16
5,8,0,US,1005,ORD,678,9.75,125,-23
3,3,4,OH,5526,JFK,267,20.75,89,65
11,6,6,WN,2230,SFO,651,7.50,120,-5
4,1,4,UA,683,LGA,733,14.00,150,25
1,1,5,UA,642,ORD,719,10.67,127,203
0,12,6,WN,759,SFO,414,11.33,90,43
6,26,6,OO,5921,ORD,557,8.37,111,24
0,12,6,OO,6397,SFO,363,14.58,80,80
3,6,0,UA,10,SFO,2586,11.33,343,83
9,21,2,UA,27,JFK,2475,15.50,371,8
7,13,3,UA,959,ORD,888,20.07,155,-7
10,30,0,OH,6696,ORD,264,18.00,75,NA
0,31,4,B6,1087,JFK,541,21.75,127,35
4,5,1,UA,734,ORD,412,13.62,86,-9
9,30,4,AA,368,ORD,733,13.58,140,-11
7,23,6,B6,365,LGA,1035,14.92,178,-18
11,14,0,OH,6605,JFK,426,14.98,119,72
7,21,4,AA,363,LGA,733,19.42,150,19
1,29,5,AA,317,LGA,733,9.92,165,29
3,16,3,WN,2648,SMF,480,11.17,85,4
3,24,4,WN,1061,SJC,417,15.75,75,7
8,27,6,AA,1715,ORD,1515,12.92,235,2
0,2,3,B6,611,JFK,829,8.17,167,29
4,13,2,AA,1845,JFK,1090,5.75,170,-10
5,26,4,OO,6159,ORD,109,10.07,50,40
11,5,5,UA,570,ORD,316,14.33,87,-16
11,18,4,WN,982,SMF,404,11.00,85,19
10,13,4,HA,43,SJC,2416,9.00,330,4
2,27,4,UA,884,ORD,678,16.25,124,250
5,7,6,OO,6835,ORD,773,10.50,122,29
0,28,1,OO,6503,SFO,451,18.03,93,38
9,30,4,AA,1810,SJC,1476,8.92,200,-4
8,11,4,WN,1361,SJC,417,22.00,80,-7
8,25,4,OO,6077,ORD,438,15.25,97,-11
0,8,2,UA,685,LGA,733,15.00,158,58
10,21,5,UA,542,ORD,867,18.05,138,-8
4,3,6,OO,5952,ORD,585,12.55,110,-16
2,7,5,AA,701,LGA,1389,6.00,240,NA
5,8,0,OO,5819,ORD,466,8.28,99,0
4,17,6,AA,309,LGA,733,7.83,145,-9
10,20,4,OO,6426,ORD,222,16.43,62,37
3,22,2,AA,1407,ORD,1745,12.33,265,-3
7,18,1,OH,5519,LGA,585,7.75,131,14
6,7,1,UA,46,OGG,2486,20.83,301,28
0,10,4,OO,5709,SMF,207,21.08,65,110
3,12,6,AA,428,TUS,813,8.42,125,8
7,4,1,UA,653,ORD,1829,20.58,271,NA
2,17,1,HA,157,OGG,100,12.08,34,-2
2,9,0,AA,2378,ORD,1197,16.08,180,21
6,4,5,AA,2309,ORD,802,8.50,135,21
10,4,2,WN,1235,SMF,373,8.00,85,-20
8,1,1,AA,751,LGA,1389,14.42,230,42
7,30,6,UA,70,OGG,3303,20.17,395,-26
2,11,2,OO,5814,ORD,316,13.17,80,66
0,2,3,OO,5718,SFO,78,13.60,38,-1
11,1,1,B6,837,JFK,1028,15.98,189,76
7,10,0,UA,636,ORD,412,7.18,86,-21
9,22,3,OO,5940,ORD,286,18.17,76,-3
9,7,2,UA,914,SFO,2419,7.97,302,-21
4,11,0,UA,184,SFO,2521,9.03,328,-8
7,11,1,WN,1145,SMF,397,15.17,80,-7
6,1,2,OH,5424,LGA,610,9.58,137,23
1,28,4,OO,3968,TUS,601,7.35,114,-20
2,30,0,AA,1438,ORD,409,18.33,85,89
0,27,0,OH,5357,LGA,604,21.58,133,42
0,7,1,AA,2481,ORD,1440,9.92,230,57
4,11,0,AA,547,ORD,1652,10.50,245,19
6,13,0,US,2140,LGA,185,19.00,74,-23
4,29,4,AA,791,LGA,1389,21.08,220,20
1,10,0,WN,2624,SMF,373,20.00,80,53
4,23,5,OH,5637,JFK,508,16.12,141,52
10,24,1,UA,226,SFO,337,7.95,98,-14
9,27,1,UA,687,LGA,733,16.00,158,42
11,3,3,OO,5951,ORD,491,8.52,99,-3
5,9,1,UA,685,LGA,733,15.00,154,100
1,10,0,OO,6845,TUS,451,20.17,96,16
10,10,1,WN,3770,SJC,342,10.58,75,-7
8,3,3,AA,1329,LGA,950,18.67,170,1
3,30,3,OO,5716,SFO,78,20.53,42,20
1,12,2,OO,5792,SFO,462,14.75,120,149
8,19,5,AA,701,LGA,1389,6.00,215,-11
1,7,4,UA,242,ORD,849,13.25,131,24
6,11,5,OO,6397,SFO,363,15.53,82,101
4,23,5,WN,1052,SJC,308,17.33,75,61
2,2,0,HA,335,OGG,100,16.67,34,-5
6,28,1,OO,6387,SFO,421,22.33,84,40
11,1,1,WN,966,SJC,386,10.42,85,32
5,12,4,UA,549,ORD,334,11.08,86,90
3,1,2,AA,2098,ORD,867,16.00,135,49
7,18,1,AA,2301,ORD,802,6.00,135,-7
0,19,6,B6,105,JFK,2136,19.17,354,-35
10,24,1,OO,5491,SFO,158,11.38,60,140
8,16,2,US,2163,LGA,214,7.00,69,21
4,16,5,AA,749,LGA,1097,13.33,185,53
11,1,1,OO,5577,SMF,86,7.07,46,NA
4,20,2,US,658,SFO,2521,10.83,326,203
7,3,0,AA,2462,ORD,867,13.67,150,13
1,13,3,WN,1663,SJC,569,21.33,105,7
4,23,5,UA,807,SFO,337,20.17,89,15
3,11,5,B6,263,SMF,387,11.17,80,1
4,4,0,AA,1169,ORD,1041,14.08,175,35
11,10,3,UA,692,ORD,733,20.92,124,34
6,26,6,AA,1637,ORD,1437,9.83,210,-4
3,6,0,AA,1,JFK,2475,9.00,380,-18
9,8,3,AA,895,ORD,888,12.75,150,-6
2,14,5,AA,442,SFO,2585,12.50,315,6
9,19,0,WN,1065,SJC,948,11.50,150,-10
5,9,1,UA,1590,SFO,414,13.33,102,-12
7,4,1,UA,152,SFO,1846,18.67,244,154
6,29,2,UA,624,ORD,612,18.08,111,21
0,23,3,AA,21,JFK,2475,19.00,390,120
9,16,4,B6,135,JFK,1074,6.75,180,-3
7,3,0,UA,75,SFO,2398,14.67,323,127
6,12,6,UA,620,ORD,612,15.98,111,12
5,13,5,UA,710,SFO,192,22.75,60,30
5,10,2,B6,134,JFK,264,17.33,95,328
0,18,5,AA,1358,ORD,867,20.92,130,79
10,13,4,WN,199,SFO,414,14.00,100,-20
6,28,1,UA,1158,SMF,910,17.10,139,18
2,21,5,B6,66,JFK,301,10.92,85,37
1,21,4,WN,615,SJC,308,12.58,70,-2
5,11,3,OH,5269,LGA,292,19.50,102,40
3,14,1,AA,382,ORD,733,10.17,135,-4
5,5,4,B6,365,LGA,1035,14.92,178,35
8,12,5,B6,263,SMF,387,10.83,81,-1
3,2,3,WN,2732,SMF,480,13.17,85,36
5,2,1,UA,117,ORD,1721,20.17,260,1
8,13,6,B6,146,JFK,301,13.17,80,-13
7,18,1,UA,1530,ORD,1005,10.73,157,23
4,21,3,UA,852,SFO,2586,13.83,343,6
8,3,3,OO,6703,ORD,491,21.25,99,5
7,2,6,OH,5090,JFK,264,13.98,98,NA
1,23,6,UA,257,ORD,1739,8.17,269,-20
0,7,1,OO,6023,ORD,491,15.25,102,NA
3,6,0,WN,3679,SJC,417,21.17,75,12
11,12,5,UA,687,LGA,733,16.08,159,NA
0,12,6,OH,5385,LGA,641,8.73,151,151
5,4,3,UA,982,ORD,589,17.83,116,70
9,7,2,US,782,SFO,2296,13.08,294,-1
11,30,2,WN,1835,SMF,605,16.42,115,-5
4,6,2,B6,357,JFK,2465,16.50,364,2
11,20,6,UA,7,JFK,2586,7.13,412,108
4,14,3,UA,941,ORD,1745,17.00,261,36
5,30,1,HA,43,SJC,2416,9.00,310,15
7,8,5,US,2189,LGA,214,20.00,74,NA
6,23,3,AA,580,ORD,612,20.42,105,NA
4,6,2,AA,309,ORD,1440,10.00,225,10
7,5,2,AA,1130,SJC,1829,6.75,250,NA
4,29,4,AA,1194,SJC,1829,13.17,260,-2
2,24,1,B6,739,JFK,1617,23.92,228,17
7,23,6,WN,2216,SJC,569,16.08,105,-8
7,9,6,AA,419,ORD,1721,15.58,270,37
5,29,0,US,2134,LGA,185,16.00,71,NA
7,23,6,UA,1049,ORD,2846,12.00,394,81
11,19,5,B6,35,JFK,1028,19.67,199,258
2,26,3,OO,6385,ORD,286,19.75,83,-10
5,27,5,UA,19,JFK,2586,20.08,413,23
